folder_name,depth,sub_links_count,image_count,video_count,sub_links,image_urls,video_urls
web_bridges,0,1,6,2,@https://leesoojeong1124.github.io/web-ai/web_bridges,"https://images.unsplash.com/photo-1450149632596-3ef25a62011a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxicmlkZ2VzfGVufDB8MHx8fDE3NjI3NDYzNzJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1582473788468-d25f5f398cce?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxicmlkZ2VzfGVufDB8MHx8fDE3NjI3NDYzNzJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1449034446853-66c86144b0ad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxicmlkZ2VzfGVufDB8MHx8fDE3NjI3NDYzNzJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1477288309209-a14ce05a641e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxicmlkZ2VzfGVufDB8MHx8fDE3NjI3NDYzNzJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1542907299-8bd21f11f540?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxicmlkZ2VzfGVufDB8MHx8fDE3NjI3NDYzNzJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1505832018823-50331d70d237?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxicmlkZ2VzfGVufDB8MHx8fDE3NjI3NDYzNzJ8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2019/10/04/27539-364430966_medium.mp4, https://cdn.pixabay.com/video/2017/01/12/7260-199191197_medium.mp4"
web_burgers,0,1,8,3,@https://leesoojeong1124.github.io/web-ai/web_burgers,"https://images.unsplash.com/photo-1594212699903-ec8a3eca50f5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1585730315692-5252e57d4b40?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1466978913421-dad2ebd01d17?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1571091718767-18b5b1457add?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1568901346375-23c9450c58cd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1684957691800-502e754ea1e5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1428660386617-8d277e7deaf2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1572802419224-296b0aeee0d9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxidXJnZXJzfGVufDB8MHx8fDE3NjI3MTcyNjZ8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2015/10/16/1015-142621218_medium.mp4, https://cdn.pixabay.com/video/2022/07/20/124831-732633121_medium.mp4, https://cdn.pixabay.com/video/2022/09/25/132533-753956291_medium.mp4"
web_butterflies,2,7,4,2,"@https://leesoojeong1124.github.io/web-ai/web_butterflies, @https://leesoojeong1124.github.io/web-ai/web_butterflies/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_butterflies/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_butterflies/section_level_2/text_3.html, @https://leesoojeong1124.github.io/web-ai/web_butterflies/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_butterflies/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_butterflies/section_level_2/image/image.html","https://images.unsplash.com/photo-1597807199049-74076745f411?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxidXR0ZXJmbGllc3xlbnwwfDB8fHwxNzYyNzMyMjQxfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1485744455408-5363f9f7e1d3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxidXR0ZXJmbGllc3xlbnwwfDB8fHwxNzYyNzMyMjQxfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1549249061-0433f0b4bdb0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxidXR0ZXJmbGllc3xlbnwwfDB8fHwxNzYyNzMyMjQxfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1484704193309-27eaa53936a7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxidXR0ZXJmbGllc3xlbnwwfDB8fHwxNzYyNzMyMjQxfDA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2025/09/21/305610_medium.mp4, https://cdn.pixabay.com/video/2022/05/28/118424-714804814_medium.mp4"
web_cakes,1,6,8,2,"@https://leesoojeong1124.github.io/web-ai/web_cakes, @https://leesoojeong1124.github.io/web-ai/web_cakes/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_cakes/text_3.html, @https://leesoojeong1124.github.io/web-ai/web_cakes/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_cakes/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_cakes/image/image.html","https://images.unsplash.com/photo-1502597276204-a3833c063739?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1550617931-e17a7b70dce2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1509474520651-53cf6a80536f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1588195538326-c5b1e9f80a1b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1626803775151-61d756612f97?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1605807646983-377bc5a76493?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1692640848099-325af9b3f75f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1604413191066-4dd20bedf486?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjYWtlc3xlbnwwfDB8fHwxNzYyNzMyNDk4fDA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2023/09/20/181408-866575732_medium.mp4, https://cdn.pixabay.com/video/2022/11/15/139153-771366152_medium.mp4"
web_canyons,0,1,4,3,@https://leesoojeong1124.github.io/web-ai/web_canyons,"https://images.unsplash.com/photo-1659409166533-6b94ab8fa17c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjYW55b25zfGVufDB8MHx8fDE3NjI3MjU5MDJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1646497916406-b94dcd1e4fe2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjYW55b25zfGVufDB8MHx8fDE3NjI3MjU5MDJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1620055183595-6f6242492134?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjYW55b25zfGVufDB8MHx8fDE3NjI3MjU5MDJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1579783596780-200098022deb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjYW55b25zfGVufDB8MHx8fDE3NjI3MjU5MDJ8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2023/10/25/186517-878145205_medium.mp4, https://cdn.pixabay.com/video/2021/07/26/82863-581030435_medium.mp4, https://cdn.pixabay.com/video/2021/10/01/90489-624025507_medium.mp4"
web_cars,0,1,4,3,@https://leesoojeong1124.github.io/web-ai/web_cars,"https://images.unsplash.com/photo-1583121274602-3e2820c69888?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjYXJzfGVufDB8MHx8fDE3NjI3MTY0MjB8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1503376780353-7e6692767b70?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjYXJzfGVufDB8MHx8fDE3NjI3MTY0MjB8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1492144534655-ae79c964c9d7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxjYXJzfGVufDB8MHx8fDE3NjI3MTY0MjB8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1493238792000-8113da705763?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjYXJzfGVufDB8MHx8fDE3NjI3MTY0MjB8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2019/10/31/28544-370332703_medium.mp4, https://cdn.pixabay.com/video/2015/09/20/800-139832676_medium.mp4, https://cdn.pixabay.com/video/2024/01/23/197898-905833761_medium.mp4"
web_cats,1,6,5,3,"@https://leesoojeong1124.github.io/web-ai/web_cats, @https://leesoojeong1124.github.io/web-ai/web_cats/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_cats/text_3.html, @https://leesoojeong1124.github.io/web-ai/web_cats/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_cats/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_cats/image/image.html","https://images.unsplash.com/photo-1541781774459-bb2af2f05b55?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjYXRzfGVufDB8MHx8fDE3NjI3MTM1MTN8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1532386236358-a33d8a9434e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjYXRzfGVufDB8MHx8fDE3NjI3MTM1MTN8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1516280030429-27679b3dc9cf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjYXRzfGVufDB8MHx8fDE3NjI3MTM1MTN8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1517331156700-3c241d2b4d83?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjYXRzfGVufDB8MHx8fDE3NjI3MTM1MTN8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1583795128727-6ec3642408f8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjYXRzfGVufDB8MHx8fDE3NjI3MTM1MTN8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2016/05/11/3092-166221773_medium.mp4, https://cdn.pixabay.com/video/2023/06/13/167029-835960468_medium.mp4, https://cdn.pixabay.com/video/2023/09/05/179212-861403629_medium.mp4"
web_caves,0,1,7,3,@https://leesoojeong1124.github.io/web-ai/web_caves,"https://images.unsplash.com/photo-1507707161256-bbcd7fe3359e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1600106526538-d5b27e95438c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1614400932460-8e61e8253b9c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1669066872404-8a10fc6c991b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1495131839127-b735c9e20df0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1602562089895-dabed20e562f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1691723576318-90ad87e5842d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjYXZlc3xlbnwwfDB8fHwxNzYyNzMyOTMzfDA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2024/12/08/245575_medium.mp4, https://cdn.pixabay.com/video/2021/02/09/64745-510542361_medium.mp4, https://cdn.pixabay.com/video/2022/08/23/128836-742339523_medium.mp4"
web_chocolate,0,1,4,1,@https://leesoojeong1124.github.io/web-ai/web_chocolate,"https://images.unsplash.com/photo-1565071559227-20ab25b7685e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjaG9jb2xhdGV8ZW58MHwwfHx8MTc2MjczMjk5MHww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1548741487-18d363dc4469?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjaG9jb2xhdGV8ZW58MHwwfHx8MTc2MjczMjk5MHww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1551578657-a7e74acb0135?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjaG9jb2xhdGV8ZW58MHwwfHx8MTc2MjczMjk5MHww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1542843137-8791a6904d14?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjaG9jb2xhdGV8ZW58MHwwfHx8MTc2MjczMjk5MHww&ixlib=rb-4.1.0&q=80&w=1080",https://cdn.pixabay.com/video/2023/02/05/149477-796096126_medium.mp4
web_cities,2,7,7,2,"@https://leesoojeong1124.github.io/web-ai/web_cities, @https://leesoojeong1124.github.io/web-ai/web_cities/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_cities/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_cities/section_level_2/text_3.html, @https://leesoojeong1124.github.io/web-ai/web_cities/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_cities/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_cities/section_level_2/image/image.html","https://images.unsplash.com/photo-1555397430-57791c75748a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1612698093158-e07ac200d44e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1561488111-5d800fd56b8a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1571951103752-53c15cad28e5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1480714378408-67cf0d13bc1b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1501769752-a59efa2298ce?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjaXRpZXN8ZW58MHwwfHx8MTc2Mjc0NDIzOXww&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2020/07/12/44509-439412962_medium.mp4, https://cdn.pixabay.com/video/2023/07/25/173137-848555631_medium.mp4"
web_climbing,0,1,7,1,@https://leesoojeong1124.github.io/web-ai/web_climbing,"https://images.unsplash.com/photo-1516372048654-2e06f99e1382?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1522163182402-834f871fd851?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1516592673884-4a382d1124c2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1564769662533-4f00a87b4056?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1605548109944-9040d0972bf5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1502126324834-38f8e02d7160?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1682685796186-1bb4a5655653?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjbGltYmluZ3xlbnwwfDB8fHwxNzYyNzQyMTAwfDA&ixlib=rb-4.1.0&q=80&w=1080",https://cdn.pixabay.com/video/2015/11/27/1409-147170113_medium.mp4
web_clouds,2,6,8,2,"@https://leesoojeong1124.github.io/web-ai/web_clouds, @https://leesoojeong1124.github.io/web-ai/web_clouds/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_clouds/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_clouds/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_clouds/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_clouds/section_level_2/image/image.html","https://images.unsplash.com/photo-1536514498073-50e69d39c6cf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1566010503302-2564ae0d47b6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1501630834273-4b5604d2ee31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1603437873662-dc1f44901825?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1463947628408-f8581a2f4aca?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1498496294664-d9372eb521f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1601370552761-d129028bd833?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1542349314-b0ceb4d90f2d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjbG91ZHN8ZW58MHwwfHx8MTc2Mjc0MTY3M3ww&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2017/05/14/9153-217588676_medium.mp4, https://cdn.pixabay.com/video/2022/04/04/112957-696336342_medium.mp4"
